County,incident_acres_burned,incident_longitude,incident_latitude,incident_type,Date
siskiyou,55.0,-121.53946,41.68499,Wildfire,2021-08-06
shasta,20.0,-121.89008,41.034362,Wildfire,2021-08-07
yuba,184.0,-121.30845,39.403918,Wildfire,2021-08-11
sonoma,22.0,-122.727542,38.250596,Wildfire,2021-08-13
lake,127.0,-122.581257,38.826123,Wildfire,2021-08-13
mendocino,50.0,-123.637032,39.834099,Wildfire,2021-08-14
el dorado,221835.0,-120.537833,38.586,Wildfire,2021-08-14
alpine,221835.0,-120.537833,38.586,Wildfire,2021-08-14
amador,221835.0,-120.537833,38.586,Wildfire,2021-08-14
tulare,8777.0,-118.555,36.268,Wildfire,2021-08-16
lake,83.0,-122.601395,38.928133,Wildfire,2021-08-18
siskiyou,94962.0,-123.404,41.564,Fire,2021-08-18
kern,,-118.501515,35.674926,Wildfire,2021-08-18
riverside,295.0,-116.659688,33.474823,Wildfire,2021-08-24
shasta,10.0,-122.514391,40.616416,Wildfire,2021-08-25
calaveras,639.0,-120.454797,38.038795,Wildfire,2021-08-25
san bernardino,680.0,-117.440263,34.186147,Wildfire,2021-08-25
riverside,160.0,-116.877776,33.918089,Wildfire,2021-08-25
nevada,59.0,-121.040771,39.216752,Wildfire,2021-08-25
tuolumne,100.0,-120.402221,37.962933,Wildfire,2021-08-26
san bernardino,50.0,-117.4546,34.25145,Wildfire,2021-08-28
riverside,1427.0,-117.39309,33.484721,Wildfire,2021-08-28
san diego,1427.0,-117.39309,33.484721,Wildfire,2021-08-28
san bernardino,61.0,-117.466,34.34,Fire,2021-08-29
humboldt,2421.0,-123.6744,40.8652,Wildfire,2021-08-29
humboldt,16.0,-123.52733,41.03877,Wildfire,2021-08-30
marin,44.0,-122.6131992,38.0591827,Wildfire,2021-09-01
amador,46.0,-120.731748,38.529123,Wildfire,2021-09-05
placer,411.0,-121.036613,38.921239,Wildfire,2021-09-05
san diego,54.0,-117.111157,33.380079,Wildfire,2021-09-05
santa barbara,70.0,-120.09009,34.6776,Wildfire,2021-09-06
los angeles,464.0,-118.688821,34.569383,Wildfire,2021-09-11
mendocino,257.0,-123.202039,39.232362,Wildfire,2021-09-12
tulare,,-118.625,36.058,Wildfire,2021-09-09
tulare,,-118.811,36.567,Wildfire,2021-09-10
los angeles,,-118.760816,34.665169,Wildfire,2021-09-17
madera,42.0,-119.792528,36.89365,Wildfire,2021-09-19
san bernardino,71.0,-117.333215,34.164501,Wildfire,2021-09-22
napa,116.0,-122.416983,38.269863,Wildfire,2021-09-22
sonoma,116.0,-122.416983,38.269863,Wildfire,2021-09-22
shasta,8578.0,-122.320243,40.729811,Wildfire,2021-09-22
trinity,80.0,-123.02375,40.649917,Wildfire,2021-10-05
tehama,24.0,-122.436754,40.287225,Wildfire,2021-10-11
kings,447.0,-119.960099,35.983649,Wildfire,2021-10-11
napa,132.0,-122.241128,38.170366,Wildfire,2021-10-11
santa barbara,16970.0,-120.136,34.553,Wildfire,2021-10-11
trinity,59.0,-122.277441,39.986836,Wildfire,2021-10-14
modoc,200.0,-120.358206,41.862388,Wildfire,2021-10-15
santa cruz,148.0,-121.752106,37.013464,Wildfire,2021-10-15
san joaquin,150.0,-121.52692,37.62879,Wildfire,2021-10-24
riverside,24.0,-117.487947,33.952633,Fire,2021-11-21
monterey,687.0,-121.880533,36.396461,Wildfire,2022-01-21
orange,154.0,-117.805666,33.558085,Wildfire,2022-02-10
inyo,4136.0,-118.371813,37.369355,Wildfire,2022-02-16
orange,,-117.5181037,33.6769121,Wildfire,2022-03-02
sonoma,21.0,-123.015106,38.46234,Wildfire,2022-03-01
shasta,88.0,-122.4073,40.67671,Wildfire,2022-03-04
santa barbara,120.0,-120.2770391,34.4687419,Wildfire,2022-03-12
siskiyou,113.0,-121.9015432,41.9525087,Wildfire,2022-03-12
siskiyou,12.0,-122.3685584,41.4455854,Wildfire,2022-03-12
siskiyou,10.0,-121.692093,41.234712,Wildfire,2022-03-25
riverside,,-116.099728,33.525345,Wildfire,2022-03-26
plumas,,-120.4849,40.18494,Wildfire,2022-04-09
shasta,10.0,-122.690559,40.44412,Wildfire,2022-04-27
riverside,15.0,-115.916687,33.510716,Wildfire,2022-04-30
riverside,60.0,-117.462367,34.018021,Wildfire,2022-05-06
fresno,171.0,-119.443013,36.974622,Fire,2022-05-11
orange,200.0,-117.744398,33.509464,Fire,2022-05-11
riverside,46.0,-116.900635,33.886637,Fire,2022-05-15
tulare,25.0,-118.98167,36.051411,Fire,2022-05-16
kern,682.0,-118.873889,34.935583,Wildfire,2022-05-19
contra costa,28.0,-121.998735,38.015611,Wildfire,2022-05-20
yolo,120.0,-122.049621,38.824462,Wildfire,2022-05-20
mendocino,36.0,-123.6641833,38.8733747,Wildfire,2022-05-20
solano,135.0,-122.051923,38.467322,Fire,2022-05-21
tehama,90.0,-122.275649,40.150329,Wildfire,2022-05-24
glenn,,-122.229859,39.761232,Fire,2022-05-24
colusa,595.0,-122.0246463,39.2333948,Wildfire,2022-05-24
san luis obispo,48.0,-120.3564497,35.0155237,Wildfire,2022-05-24
san bernardino,431.0,-116.447636,34.090619,Wildfire,2022-05-26
riverside,5856.0,-114.484173,34.010838,Wildfire,2022-05-26
napa,570.0,-122.270417,38.370078,Wildfire,2022-05-31
kern,93.0,-118.721683,35.199501,Wildfire,2022-06-03
riverside,60.0,-116.23339,33.59823,Wildfire,2022-06-04
san luis obispo,36.0,-120.56019,35.72373,Wildfire,2022-06-06
san bernardino,95.0,-117.34635,34.31267,Wildfire,2022-06-06
contra costa,159.0,-121.696808,37.895892,Wildfire,2022-06-09
butte,54.0,-121.431372,39.385829,Wildfire,2022-06-09
tehama,100.0,-121.776,40.05,Wildfire,2022-06-10
kern,517.0,-118.9253809,34.9324042,Fire,2022-06-11
yuba,72.0,-121.392285,39.319804,Wildfire,2022-06-11
san bernardino,865.0,-117.61508,34.355593,Wildfire,2022-06-12
san diego,65.0,-116.5882585,32.8134303,Wildfire,2022-06-12
san diego,577.0,-116.737119,32.614832,Wildfire,2022-06-13
tehama,593.0,-122.45621,40.00919,Wildfire,2022-06-13
san diego,70.0,-116.750667,32.567333,Wildfire,2022-06-21
santa cruz,20.0,-122.27742,37.459222,Wildfire,2022-06-21
kern,2500.0,-118.889446,34.936618,Wildfire,2022-06-22
butte,66.0,-121.68694,39.37879,Wildfire,2022-06-22
contra costa,120.0,-122.191103,38.046255,Wildfire,2022-06-23
alameda,71.0,-121.903018,37.642217,Wildfire,2022-06-23
alameda,552.0,-121.556086,37.365652,Wildfire,2022-06-23
solano,26.0,-121.97785,38.42619,Wildfire,2022-06-23
merced,349.0,-121.97785,38.42619,Wildfire,2022-06-23
contra costa,90.0,-121.908735,37.97689,Wildfire,2022-06-24
riverside,110.0,-117.462524,33.968307,Wildfire,2022-06-25
siskiyou,12.0,-122.359698,41.317476,Wildfire,2022-06-26
sonoma,63.0,-122.796221,38.323263,Wildfire,2022-06-27
marin,113.0,-122.574563,38.163521,Wildfire,2022-06-27
glenn,317.0,-122.55002,39.713372,Wildfire,2022-06-28
san luis obispo,387.0,-120.437395,35.136141,Wildfire,2022-06-28
nevada,904.0,-121.192271,39.319145,Wildfire,2022-06-28
imperial,,-115.71861,32.79106,Wildfire,2022-06-29
butte,328.0,-121.650851,39.524038,Wildfire,2022-06-30
butte,34.0,-121.366789,39.480813,Wildfire,2022-06-30
fresno,52.0,-119.576797,37.013878,Wildfire,2022-07-01
monterey,138.0,-120.819059,35.8640822,Wildfire,2022-07-04
amador,4470.0,-120.665415,38.334802,Wildfire,2022-07-04
calaveras,4470.0,-120.665415,38.334802,Wildfire,2022-07-04
butte,30.0,-121.430071,39.42972,Wildfire,2022-07-04
mendocino,20.0,-123.2055576,39.8166571,Wildfire,2022-07-05
yuba,30.0,-121.372749,39.300253,Wildfire,2022-07-08
mariposa,4886.0,-119.614,37.499,Wildfire,2022-07-07
placer,166.0,-121.344587,39.020051,Wildfire,2022-07-09
san diego,37.0,-116.8460273,32.7947379,Wildfire,2022-07-12
solano,115.0,-122.1347757,38.0936839,Wildfire,2022-07-13
shasta,304.0,-122.3182313,40.4411992,Wildfire,2022-07-14
sacramento,74.0,-121.1183895,38.5570067,Wildfire,2022-07-14
tehama,60.0,-122.433855,40.010233,Wildfire,2022-07-16
placer,38.0,-121.340201,38.9848309,Wildfire,2022-07-17
san diego,100.0,-116.6077664,32.6077664,Wildfire,2022-07-17
mendocino,43.0,-123.598273,39.90557,Wildfire,2022-07-17
mariposa,421.0,-120.02107,37.481701,Wildfire,2022-07-18
yuba,82.0,-121.27693,39.314076,Wildfire,2022-07-18
mendocino,17.0,-123.33756,39.058043,Wildfire,2022-07-19
alameda,121.0,-121.656106,37.719206,Wildfire,2022-07-19
tuolumne,64.0,-120.4422218,37.935092,Wildfire,2022-07-21
san benito,104.0,-121.604728,36.8927679,Wildfire,2022-07-21
mariposa,19244.0,-119.9234728,37.5509366,Wildfire,2022-07-22
el dorado,20.0,-120.63742,38.75794,Wildfire,2022-07-26
san diego,174.0,-116.7626279,33.0819687,Wildfire,2022-07-27
yuba,39.0,-121.304167,39.323167,Wildfire,2022-07-27
siskiyou,60138.0,-122.894782,41.833813,Wildfire,2022-07-29
san bernardino,28.0,-117.3463886,34.312437,Wildfire,2022-07-29
kern,222.0,-118.4125811,35.5745007,Wildfire,2022-07-30
siskiyou,31.0,-123.0213226,41.5734543,Wildfire,2022-07-30
fresno,55.0,-119.1902259,36.6760553,Wildfire,2022-07-31
siskiyou,85.0,-123.1193265,41.6430162,Wildfire,2022-07-30
siskiyou,63.0,-122.988315,41.640867,Wildfire,2022-07-31
tulare,127.0,-118.853671,36.378236,Wildfire,2022-08-02
tuolumne,51.0,-120.50806,37.84349,Wildfire,2022-08-03
siskiyou,34.0,-122.7825581,41.9708541,Wildfire,2022-08-04
humboldt,,-123.5862017,40.9269568,Wildfire,2022-08-05
trinity,,-123.5862017,40.9269568,Wildfire,2022-08-05
siskiyou,,-123.278,41.868,Wildfire,2022-07-29
lassen,14.0,-121.211449,41.060445,Wildfire,2022-08-08
modoc,,-120.008429,41.649229,Wildfire,2022-08-10
los angeles,149.0,-118.732882,34.765322,Wildfire,2022-08-10
kern,250.0,-118.6292243,35.2882644,Wildfire,2022-08-14
placer,19244.0,-120.9526,39.04941,Wildfire,2022-08-15
tulare,325.0,-118.71829,36.17768,Wildfire,2022-08-15
alameda,58.0,-121.97822,37.70049,Wildfire,2022-08-15
monterey,,-121.23129,36.003814,Wildfire,2022-08-16
los angeles,53.0,-118.60811,34.48202,Wildfire,2022-08-17
nevada,48.0,-121.1329,39.2805,Wildfire,2022-08-20
lake,14.0,-122.6556,38.9494,Wildfire,2022-08-20
san diego,,-116.5185,32.8647,Wildfire,2022-04-13
los angeles,150.0,-117.8004523,34.2338842,Fire,2022-08-25
nevada,44.0,-121.1103,39.0543,Wildfire,2022-08-27
humboldt,25.0,-123.9277,41.4672,Wildfire,2022-08-29
humboldt,26.0,-123.9477,41.4626,Wildfire,2022-08-29
los angeles,113.0,-117.8608,34.2026,Wildfire,2022-08-29
los angeles,5208.0,-118.6479,34.5255,Wildfire,2022-08-31
san diego,4456.0,-116.707395,32.612181,Wildfire,2022-08-31
shasta,34.0,-122.3975,40.5336,Wildfire,2022-09-01
mendocino,124.0,-123.3159,39.3669,Wildfire,2022-09-01
tuolumne,21.0,-120.4013,37.968,Wildfire,2022-09-01
siskiyou,3939.0,-122.3852,41.4303,Wildfire,2022-09-02
calaveras,73.0,-120.7489517,38.0182816,Wildfire,2022-09-02
siskiyou,13440.0,-122.627469,41.459009,Wildfire,2022-09-02
san diego,30.0,-117.246996,33.432924,Wildfire,2022-09-04
san diego,50.0,-116.811345,33.064629,Wildfire,2022-09-05
riverside,28098.0,-116.893227,33.717062,Wildfire,2022-09-05
placer,11.0,-120.816083,39.1252,Wildfire,2022-09-06
san bernardino,1079.0,-116.882,34.177,Wildfire,2022-09-05
san luis obispo,16.0,-121.012313,35.580125,Wildfire,2022-09-06
fresno,130.0,-119.485927,37.080478,Wildfire,2022-09-06
el dorado,76788.0,-120.7447,39.00591,Wildfire,2022-09-06
placer,76788.0,-120.7447,39.00591,Wildfire,2022-09-06
madera,819.0,-119.50881,37.21945,Wildfire,2022-09-07
siskiyou,297.0,-121.839853,41.8739166,Wildfire,2022-09-07
modoc,5843.0,-120.29122,41.87117,Wildfire,2022-09-07
mariposa,,-119.471,37.661,Wildfire,2022-08-04
mariposa,,-119.552,37.954,Wildfire,2022-08-08
siskiyou,,-122.692408,41.793769,Wildfire,2022-09-08
tehama,160.0,-121.81822,40.44109,Wildfire,2022-09-09
placer,48.0,-120.8266,39.1902,Wildfire,2022-09-13
placer,29.0,-121.2122,39.9929,Wildfire,2022-09-17
tulare,,-118.752908,36.007323,Wildfire,2022-09-21
san bernardino,,-117.1529,34.1776,Wildfire,2022-09-23
siskiyou,30.0,-122.3414,41.4987,Wildfire,2022-09-27
ventura,,-119.167059,34.560597,Wildfire,2022-10-08
inyo,50.0,-118.50091,37.38939,Wildfire,2022-10-23
san bernardino,,-117.565833,34.293103,Wildfire,2023-04-26
riverside,127.0,-116.092746,33.569342,Wildfire,2023-05-15
riverside,,-116.0614,33.4626,Wildfire,2023-05-20
shasta,10.0,-122.47542,40.417676,Wildfire,2023-05-21
riverside,338.0,-117.033714,33.823424,Wildfire,2023-05-22
fresno,123.0,-119.6801,36.9466,Wildfire,2023-05-30
yuba,13.0,-121.3475,39.2349,Wildfire,2023-05-30
fresno,108.0,-119.2971,36.678,Wildfire,2023-06-01
fresno,65.0,-120.8991,36.7536,Wildfire,2023-06-03
tulare,135.0,-118.8582,36.0322,Wildfire,2023-06-03
monterey,72.0,-121.3319,36.4647,Wildfire,2023-06-04
fresno,15.0,-119.304258,36.70984,Wildfire,2023-06-09
mariposa,25.0,-120.1499,37.4404,Wildfire,2023-06-10
san bernardino,1088.0,-116.0533,33.896,Wildfire,2023-06-10
tulare,1400.0,-118.650278,36.319167,Wildfire,2022-08-03
lake,21.0,-122.7145,39.023,Wildfire,2023-06-14
tehama,32.0,-122.5955,40.2869,Wildfire,2023-06-15
yuba,115.0,-121.3686,39.3256,Wildfire,2023-06-15
napa,103.0,-122.4379,38.6994,Wildfire,2023-06-16
fresno,,-119.2043,36.9351,Wildfire,2023-06-16
tulare,141.0,-119.0828,36.3002,Wildfire,2023-06-18
fresno,640.0,-120.188,36.5737,Wildfire,2023-06-18
san diego,37.0,-116.34461,32.734788,Wildfire,2023-06-20
riverside,43.0,-117.201092,33.656034,Wildfire,2023-06-20
riverside,25.0,-117.138268,33.984167,Wildfire,2023-06-21
tuolumne,37.0,-120.3728742,37.8558452,Wildfire,2023-06-21
yuba,59.0,-121.3801,39.258,Wildfire,2023-06-23
contra costa,74.0,-121.7676,37.9143,Wildfire,2023-06-25
fresno,24.0,-119.0137,36.8675,Wildfire,2023-06-27
riverside,68.0,-117.330286,33.787329,Wildfire,2023-06-27
san bernardino,90.0,-117.0957,34.0568,Wildfire,2023-06-27
kern,25.0,-118.4252,34.9516,Wildfire,2023-06-30
calaveras,105.0,-120.798285,38.114444,Wildfire,2023-07-02
madera,,-119.46781,37.193819,Wildfire,2023-07-03
los angeles,14.0,-118.193056,34.516944,Wildfire,2023-07-03
san bernardino,34.0,-117.186767,34.38695,Wildfire,2023-07-04
riverside,18.0,-117.153554,33.838928,Wildfire,2023-07-04
riverside,39.0,-116.078906,33.583941,Wildfire,2023-07-05
riverside,56.0,-117.278984,33.837311,Wildfire,2023-07-05
riverside,33.0,-117.0575,33.479,Wildfire,2023-07-06
kern,1044.0,-118.9033,34.8866,Wildfire,2023-07-07
riverside,,-117.5072,34.0204,Wildfire,2023-07-08
san diego,64.0,-116.5836,32.6003,Wildfire,2023-07-09
monterey,391.0,-120.8169,35.8,Wildfire,2023-07-09
san luis obispo,391.0,-120.8169,35.8,Wildfire,2023-07-09
riverside,12.0,-117.2616,33.8302,Wildfire,2023-07-11
amador,58.0,-120.98731,38.43948,Wildfire,2023-07-11
riverside,30.0,-117.348,33.7505,Wildfire,2023-07-11
riverside,35.0,-117.124,33.9364,Wildfire,2023-07-11
amador,71.0,-121.0089,38.2387,Wildfire,2023-07-11
riverside,10.0,-117.300098,33.505725,Wildfire,2023-07-12
riverside,12.0,-117.068009,33.821929,Wildfire,2023-07-13
riverside,105.0,-116.946498,33.907342,Wildfire,2023-07-14
riverside,8355.0,-117.070916,33.889467,Wildfire,2023-07-14
riverside,336.0,-117.358124,33.817004,Wildfire,2023-07-15
colusa,22.0,-122.466,39.2694,Wildfire,2023-07-16
glenn,89.0,-122.5259,39.6685,Wildfire,2023-07-18
fresno,15.0,-120.5689,36.1132,Wildfire,2023-07-18
riverside,436.0,-117.2169,33.9835,Wildfire,2023-07-14
san benito,296.0,-120.801732,36.490487,Wildfire,2023-07-19
riverside,137.0,-117.4261,34.0182,Wildfire,2023-07-19
shasta,162.0,-122.3232056,40.7316228,Wildfire,2023-07-24
fresno,33.0,-119.1521739,36.6932792,Wildfire,2023-07-25
los angeles,70.0,-118.507954,34.356691,Wildfire,2023-07-25
los angeles,421.0,-118.326389,34.438333,Wildfire,2023-07-25
butte,65.0,-121.399989,39.446994,Wildfire,2023-07-26
riverside,2323.0,-116.7247,33.4769,Wildfire,2023-07-27
riverside,103.0,-116.9081,33.9372,Wildfire,2023-07-27
kern,20.0,-118.2148,35.6967,Wildfire,2023-07-28
alameda,80.0,-121.6065,37.7356,Wildfire,2023-07-29
san luis obispo,100.0,-120.334625,35.458459,Wildfire,2023-07-30
san bernardino,93078.0,-115.317389,35.191889,Wildfire,2023-08-01
kern,35.0,-119.988888,36.7611111,Wildfire,2023-08-01
kern,61.0,-120.181725,35.403564,Wildfire,2023-08-01
riverside,20.0,-117.11938,33.7995,Wildfire,2023-08-01
merced,29.0,-120.8839,36.9648,Wildfire,2023-08-01
kern,1291.0,-118.875657,35.490591,Wildfire,2023-08-01
riverside,95.0,-116.76111,33.91436,Wildfire,2023-08-02
riverside,16.0,-116.84334,33.602019,Wildfire,2023-08-02
santa clara,68.0,-121.464716,37.368648,Wildfire,2023-08-03
kern,,-118.997325,34.847129,Wildfire,2023-08-02
shasta,28.0,-122.624538,40.735974,Wildfire,2023-08-04
kern,88.0,-118.2951023,35.0990626,Wildfire,2023-08-04
kern,1120.0,-117.8875,35.78611,Wildfire,2023-08-05
kern,5228.0,-119.835808,35.614674,Wildfire,2023-08-06
san diego,36.0,-116.3017,32.68535,Fire,2023-08-06
san diego,184.0,-116.855731,32.994676,Wildfire,2023-08-09
riverside,531.0,-117.150639,33.871189,Wildfire,2023-08-09
butte,68.0,-121.68793,39.377918,Wildfire,2023-08-09
tulare,301.0,-119.0113,36.5323,Wildfire,2023-08-10
san benito,75.0,-120.9783812,36.4392121,Wildfire,2023-08-10
san luis obispo,,-120.0175,35.0832,Wildfire,2023-08-11
kern,52.0,-118.6027987,35.1387962,Wildfire,2023-08-14
san luis obispo,695.0,-120.0574,35.4854,Wildfire,2023-08-15
siskiyou,838.0,-121.5041,41.2477,Wildfire,2023-08-15
trinity,4198.0,-122.94871,40.93686,Wildfire,2023-08-16
tehama,473.0,-122.855,40.036944,Wildfire,2023-08-16
del norte,95107.0,-123.868447,41.958269,Wildfire,2023-08-15
nevada,,-120.788152,39.339386,Wildfire,2023-08-16
santa clara,72.0,-121.67208,37.18725,Wildfire,2023-08-16
glenn,109.0,-122.3287,39.6194,Wildfire,2023-08-17
san diego,466.0,-116.6415,32.6347,Wildfire,2023-08-17
siskiyou,21725.0,-123.045093,41.777554,Wildfire,2023-08-16
trinity,3929.0,-123.662677,40.623606,Wildfire,2023-08-15
santa barbara,5464.0,-119.73328,34.9190169,Wildfire,2023-08-19
humboldt,50198.0,-123.611167,41.017222,Wildfire,2023-08-20
lake,28.0,-122.601667,38.903333,Wildfire,2023-09-06
calaveras,32.0,-120.7942,38.18291,Wildfire,2023-09-10
napa,14.0,-122.1796,38.3702,Wildfire,2023-09-12
kern,55.0,-118.616,35.2674,Wildfire,2023-09-16
riverside,23.0,-117.279764,33.753608,Wildfire,2023-09-26
san luis obispo,243.0,-120.9739,35.5421,Wildfire,2023-10-06
santa barbara,,-120.1959,34.5423,Wildfire,2023-10-06
monterey,44.0,-121.07148,36.0295,Wildfire,2023-10-06
solano,36.0,-121.981732,38.265241,Wildfire,2023-10-07
san luis obispo,,-120.1924,35.2087,Wildfire,2023-10-12
madera,,-119.3594,37.2147,Wildfire,2023-10-14
riverside,5.0,-116.857302,33.592915,Wildfire,2023-10-17
san diego,24.0,-116.9196,32.598,Wildfire,2023-10-29
riverside,2487.0,-116.82307,33.438207,Wildfire,2023-10-30
san luis obispo,124.0,-120.644,35.2808,Wildfire,2023-10-30
santa barbara,211.0,-120.32318,34.55742,Wildfire,2023-11-09
kern,,-119.58333,35.15773,Wildfire,2023-11-12
riverside,13.0,-116.99867,33.85008,Wildfire,2023-11-14
riverside,15.0,-117.003584,33.839416,Wildfire,2023-11-14
riverside,36.0,-116.246207,33.809953,Wildfire,2023-11-19
riverside,35.0,-117.46406,33.8438665,Wildfire,2023-11-20
san diego,39.0,-116.891493,32.723389,Wildfire,2023-11-23
san diego,13.0,-116.7986,32.5666,Wildfire,2023-12-05
riverside,65.0,-116.7635,33.9007,Wildfire,2023-12-09
ventura,2715.0,-118.9938,34.327,Wildfire,2023-12-09
kern,181.0,-118.8696,35.5593,Wildfire,2023-12-15
san diego,50.0,-116.7718,32.6036,Wildfire,2023-12-21
riverside,239.0,-115.82784,33.5103795,Wildfire,2024-02-20
monterey,11.0,-121.084104,35.81148,Wildfire,2024-02-27
inyo,104.0,-118.026767,36.316401,Wildfire,2024-04-03
sacramento,,-121.83332,38.05686,Wildfire,2024-04-12
kern,241.0,-119.39529,35.153062,Wildfire,2024-04-12
yuba,18.0,-121.070752,39.494086,Wildfire,2024-04-21
kings,181.0,-120.097738,35.817759,Wildfire,2024-04-21
fresno,475.0,-120.360998,36.730979,Wildfire,2024-04-26
merced,12.0,-120.99063,37.020145,Wildfire,2024-04-30
kern,1479.0,-119.33179,35.04847,Wildfire,2024-05-02
kern,13.0,-118.23,34.9117,Wildfire,2024-05-04
riverside,14.0,-116.55819,33.858369,Wildfire,2024-05-04
placer,95.0,-121.201005,38.902253,Wildfire,2024-05-02
riverside,37.0,-116.807061,33.9208,Wildfire,2024-05-07
riverside,40.0,-116.774124,33.903392,Wildfire,2024-05-07
kern,353.0,-118.9429,35.7193,Wildfire,2024-05-10
fresno,24.0,-120.340061,36.362559,Wildfire,2024-05-11
fresno,40.0,-120.192362,36.137571,Wildfire,2024-05-11
san diego,15.0,-116.711161,32.571374,Wildfire,2024-05-11
san bernardino,148.0,-117.601135,35.388107,Wildfire,2024-05-11
san bernardino,80.0,-117.339379,34.602884,Wildfire,2024-05-12
san diego,18.0,-116.8004,32.7754088,Wildfire,2024-05-13
riverside,14.0,-116.8539685,33.471139,Wildfire,2024-05-14
merced,12.0,-120.652034,37.244144,Wildfire,2024-05-14
kern,132.0,-118.7503007,35.4759526,Wildfire,2024-05-15
butte,10.0,-121.449913,39.693268,Wildfire,2024-05-15
san benito,29.0,-120.801731,36.490486,Wildfire,2024-05-15
fresno,186.0,-120.33456,36.2748148,Wildfire,2024-05-17
monterey,,-120.811491,35.829559,Wildfire,2024-05-17
riverside,27.0,-116.583317,33.984278,Wildfire,2024-05-18
kern,121.0,-118.99692,34.96545,Wildfire,2024-05-20
tehama,12.0,-122.129559,40.014819,Wildfire,2024-05-20
glenn,19.0,-122.476758,39.598771,Wildfire,2024-05-21
modoc,536.0,-120.31,41.2449,Wildfire,2024-05-21
san diego,17.0,-117.170895,33.02113,Wildfire,2024-05-22
butte,11.0,-121.908346,39.539678,Wildfire,2024-05-23
san benito,191.0,-120.8471351,36.5097274,Wildfire,2024-05-25
riverside,18.0,-117.340976,33.812223,Wildfire,2024-05-25
riverside,34.0,-116.901498,33.895775,Wildfire,2024-05-25
kern,398.0,-118.2554355,34.8492868,Wildfire,2024-05-25
fresno,47.0,-120.771299,36.850279,Wildfire,2024-05-25
fresno,13.0,-119.7858,36.67799,Wildfire,2024-05-25
san diego,12.0,-116.76972,32.57583,Wildfire,2024-05-26
san joaquin,58.0,-120.944834,38.017376,Wildfire,2024-05-26
madera,47.0,-119.689804,37.01741,Wildfire,2024-05-26
los angeles,22.0,-118.05215,34.50941,Wildfire,2024-05-27
fresno,150.0,-120.393699,36.43706,Wildfire,2024-05-28
santa barbara,1383.0,-119.5572279,34.8936966,Wildfire,2024-05-28
fresno,29.0,-119.158199,36.68768,Wildfire,2024-05-28
riverside,34.0,-116.600203,33.925778,Wildfire,2024-05-28
fresno,35.0,-120.389098,36.501499,Wildfire,2024-05-28
kern,116.0,-119.558308,35.180776,Wildfire,2024-05-28
riverside,15.0,-116.917099,33.896179,Wildfire,2024-05-28
placer,20.0,-121.392475,38.728881,Wildfire,2024-05-28
fresno,762.0,-120.314598,36.734329,Wildfire,2024-05-29
fresno,35.0,-119.520906,36.617148,Wildfire,2024-05-28
tuolumne,13.0,-120.634375,37.828925,Wildfire,2024-05-29
kings,188.0,-119.915199,35.85008,Wildfire,2024-05-29
tehama,12.0,-122.398582,40.089713,Wildfire,2024-05-30
humboldt,2840.0,-123.5797,40.636317,Wildfire,2023-08-16
riverside,32.0,-116.718429,33.56557,Wildfire,2024-05-30
san diego,187.0,-116.44756,32.99611,Wildfire,2024-05-30
madera,827.0,-119.962104,37.081421,Wildfire,2024-05-30
fresno,10.0,-119.601701,36.842961,Wildfire,2024-05-30
madera,1300.0,-120.25511,36.87565,Wildfire,2024-05-30
san bernardino,10.0,-116.792378,34.879647,Wildfire,2024-05-28
san bernardino,10.0,-116.815632,34.88011,Wildfire,2024-05-28
san bernardino,10.0,-116.663042,34.812972,Wildfire,2024-05-28
los angeles,125.0,-118.25483,34.72107,Wildfire,2024-05-30
madera,109.0,-119.7939,37.01047,Wildfire,2024-05-31
riverside,18.0,-117.505873,33.975351,Wildfire,2024-05-31
kern,98.0,-118.4733,35.601284,Wildfire,2024-05-31
santa barbara,201.0,-119.698014,34.9592,Wildfire,2024-05-31
merced,22.0,-120.425878,37.565014,Wildfire,2024-05-31
kern,616.0,-118.82214,35.442336,Wildfire,2024-05-31
tulare,36.0,-119.238103,36.573169,Wildfire,2024-06-01
san joaquin,14168.0,-121.50259,37.633908,Wildfire,2024-06-01
san diego,250.0,-116.806666,32.577083,Wildfire,2024-06-01
madera,27.0,-120.044449,36.974519,Wildfire,2024-06-01
riverside,13.0,-116.927045,33.790804,Wildfire,2024-06-02
kern,1575.0,-118.254,34.91,Wildfire,2024-05-30
kern,86.0,-118.401334,35.619008,Wildfire,2024-06-03
alameda,95.0,-121.568029,37.714616,Wildfire,2024-06-03
san bernardino,40.0,-117.118935,34.68341,Wildfire,2024-06-03
tuolumne,17.0,-120.524741,37.842308,Wildfire,2024-06-04
fresno,25.0,-120.657895,36.916374,Wildfire,2024-06-04
kern,1088.0,-119.48669,35.113531,Wildfire,2024-06-04
riverside,30.0,-117.403656,34.013717,Wildfire,2024-06-05
san luis obispo,331.0,-120.094361,35.37367,Wildfire,2024-06-05
napa,60.0,-122.494472,38.55954,Wildfire,2024-06-05
fresno,34.0,-120.729222,36.777907,Wildfire,2024-06-06
kings,211.0,-119.94084,35.85594,Wildfire,2024-06-06
riverside,47.0,-116.980503,33.910994,Wildfire,2024-06-06
kern,403.0,-118.30848,34.82333,Wildfire,2024-06-06
kern,55.0,-118.46771,35.692183,Wildfire,2024-06-06
kern,3600.0,-119.69294,35.735279,Wildfire,2024-06-06
fresno,34.0,-120.764998,36.786999,Wildfire,2024-06-07
santa clara,23.0,-121.765839,37.904572,Wildfire,2024-06-07
